,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
135,getdents,close,openat,read,close,,,,,,,,,,
136,openat,openat,openat,stat,openat,,,,,,,,,,
137,read,close,open,fcntl,read,,,,,,,,,,
138,mprotect,mmap2,mmap2,close,munmap,,,,,,,,,,
139,openat,stat,openat,stat,writev,,,,,,,,,,
140,mmap2,read,munmap,close,openat,,,,,,,,,,
141,munmap,close,openat,read,close,,,,,,,,,,
142,stat,pipe,clone,close,stat,,,,,,,,,,
143,stat,pipe,clone,close,close,,,,,,,,,,
144,stat,openat,stat,openat,openat,,,,,,,,,,
145,mmap2,mmap2,close,mmap2,mmap2,,,,,,,,,,
146,openat,fcntl,dup2,close,stat,,,,,,,,,,
147,brk,brk,socket,connect,close,,,,,,,,,,
148,openat,lseek,fstat,read,close,,,,,,,,,,
149,close,stat,pipe,clone,close,,,,,,,,,,
150,close,pipe,clone,close,close,,,,,,,,,,
151,close,close,stat,stat,stat,,,,,,,,,,
152,fcntl,dup2,close,execve,brk,,,,,,,,,,
153,mmap2,mmap2,close,openat,openat,,,,,,,,,,
154,openat,stat,openat,openat,openat,,,,,,,,,,
155,close,socket,bind,sendto,sendto,,,,,,,,,,
156,sendto,sendto,poll,recvfrom,recvfrom,,,,,,,,,,
157,recvfrom,poll,recvfrom,close,write,,,,,,,,,,
158,socket,setsockopt,setsockopt,setsockopt,connect,,,,,,,,,,
159,brk,brk,openat,read,close,,,,,,,,,,
160,sendto,recvmsg,recvmsg,recvmsg,close,,,,,,,,,,
161,close,futex,futex,futex,futex,,,,,,,,,,
162,socketpair,fcntl,fcntl,fcntl,fcntl,,,,,,,,,,
163,open,fcntl,read,read,close,,,,,,,,,,
164,lseek,lseek,write,lseek,write,,,,,,,,,,
165,openat,fstat,write,close,openat,,,,,,,,,,
166,fstat,getdents,getdents,close,openat,,,,,,,,,,
167,getdents,close,openat,openat,fstat,,,,,,,,,,
168,read,read,close,open,fcntl,,,,,,,,,,
169,read,read,close,socket,bind,,,,,,,,,,
170,dup2,close,stat,stat,stat,,,,,,,,,,
171,nanosleep,nanosleep,nanosleep,futex,futex,,,,,,,,,,
172,fstat,fstat,read,lseek,read,close,,,,,,,,,
173,read,close,openat,fstat,fcntl,fcntl,,,,,,,,,
174,mmap2,mmap2,mprotect,mmap2,mprotect,mmap2,,,,,,,,,
175,mprotect,mmap2,mprotect,mmap2,mprotect,mmap2,,,,,,,,,
176,mmap2,mprotect,mmap2,mmap2,close,munmap,,,,,,,,,
177,stat,openat,stat,openat,stat,writev,,,,,,,,,
178,openat,mmap2,read,munmap,close,openat,,,,,,,,,
179,stat,stat,stat,pipe,clone,close,,,,,,,,,
180,openat,stat,openat,stat,openat,openat,,,,,,,,,
181,mprotect,mmap2,mmap2,close,mmap2,mmap2,,,,,,,,,
182,mprotect,mprotect,mprotect,mprotect,mprotect,getuid,,,,,,,,,
183,mprotect,openat,lseek,fstat,read,close,,,,,,,,,
184,clone,close,close,stat,stat,stat,,,,,,,,,
185,openat,fcntl,dup2,close,execve,brk,,,,,,,,,
186,mprotect,mmap2,mmap2,close,openat,openat,,,,,,,,,
187,bind,sendto,sendto,poll,recvfrom,recvfrom,,,,,,,,,
188,recvfrom,recvfrom,poll,recvfrom,close,write,,,,,,,,,
189,mmap2,mmap2,mprotect,mmap2,close,openat,,,,,,,,,
190,fstat,read,read,close,openat,fstat,,,,,,,,,
191,lseek,lseek,lseek,write,lseek,write,,,,,,,,,
192,epoll_wait,nanosleep,nanosleep,epoll_wait,nanosleep,nanosleep,,,,,,,,,
193,nanosleep,epoll_wait,nanosleep,nanosleep,epoll_wait,nanosleep,,,,,,,,,
194,openat,fstat,getdents,getdents,close,openat,,,,,,,,,
195,futex,nanosleep,nanosleep,nanosleep,nanosleep,nanosleep,,,,,,,,,
196,stat,stat,pipe,clone,close,close,,,,,,,,,
197,nanosleep,nanosleep,nanosleep,nanosleep,nanosleep,nanosleep,,,,,,,,,
198,nanosleep,nanosleep,nanosleep,nanosleep,futex,futex,,,,,,,,,
199,openat,fstat,fstat,read,lseek,read,close,,,,,,,,
200,openat,read,close,openat,fstat,fcntl,fcntl,,,,,,,,
201,mmap2,mprotect,mmap2,mprotect,mmap2,mprotect,mmap2,,,,,,,,
202,mprotect,mmap2,mprotect,mmap2,mmap2,close,munmap,,,,,,,,
203,openat,stat,openat,stat,openat,stat,writev,,,,,,,,
204,close,stat,stat,stat,pipe,clone,close,,,,,,,,
205,stat,openat,stat,openat,stat,openat,openat,,,,,,,,
206,mmap2,mprotect,mmap2,mmap2,close,mmap2,mmap2,,,,,,,,
207,brk,socket,connect,close,socket,connect,close,,,,,,,,
208,close,mprotect,openat,lseek,fstat,read,close,,,,,,,,
209,close,openat,fcntl,dup2,close,execve,brk,,,,,,,,
210,mmap2,mprotect,mmap2,mmap2,close,openat,openat,,,,,,,,
211,socket,bind,sendto,sendto,poll,recvfrom,recvfrom,,,,,,,,
212,poll,recvfrom,recvfrom,poll,recvfrom,close,write,,,,,,,,
213,fstat,mmap2,mmap2,mprotect,mmap2,close,openat,,,,,,,,
214,lseek,lseek,lseek,lseek,write,lseek,write,,,,,,,,
215,close,openat,fstat,getdents,getdents,close,openat,,,,,,,,
216,futex,futex,nanosleep,nanosleep,nanosleep,nanosleep,nanosleep,,,,,,,,
217,pipe,clone,close,close,stat,stat,stat,,,,,,,,
218,nanosleep,nanosleep,nanosleep,nanosleep,nanosleep,futex,futex,,,,,,,,
219,openat,openat,fstat,fstat,read,lseek,read,close,,,,,,,
220,mmap2,mprotect,mmap2,mprotect,mmap2,mmap2,close,munmap,,,,,,,
221,stat,openat,stat,openat,stat,openat,stat,writev,,,,,,,
222,openat,stat,openat,stat,openat,stat,openat,openat,,,,,,,
223,mmap2,close,mprotect,openat,lseek,fstat,read,close,,,,,,,
224,dup2,close,openat,fcntl,dup2,close,execve,brk,,,,,,,
225,mmap2,mmap2,mprotect,mmap2,mmap2,close,openat,openat,,,,,,,
226,read,fstat,mmap2,mmap2,mprotect,mmap2,close,openat,,,,,,,
227,fstat,mmap2,mprotect,mmap2,mmap2,close,mmap2,mmap2,,,,,,,
228,lseek,write,lseek,write,lseek,write,lseek,write,,,,,,,
229,lseek,lseek,lseek,lseek,lseek,write,lseek,write,,,,,,,
230,read,close,openat,fstat,read,read,close,openat,,,,,,,
231,read,close,openat,fstat,getdents,getdents,close,openat,,,,,,,
232,mmap2,mmap2,mmap2,mmap2,mmap2,mmap2,mmap2,mmap2,,,,,,,
233,openat,stat,openat,stat,openat,stat,openat,stat,writev,,,,,,
234,close,openat,openat,stat,openat,stat,openat,stat,openat,,,,,,
235,stat,openat,stat,openat,stat,openat,stat,openat,openat,,,,,,
236,mmap2,mmap2,close,mprotect,openat,lseek,fstat,read,close,,,,,,
237,fstat,mmap2,mmap2,mprotect,mmap2,mmap2,close,openat,openat,,,,,,
238,openat,read,fstat,mmap2,mmap2,mprotect,mmap2,close,openat,,,,,,
239,read,fstat,mmap2,mprotect,mmap2,mmap2,close,mmap2,mmap2,,,,,,
240,connect,connect,getsockname,connect,connect,getsockname,connect,connect,getsockname,,,,,,
241,lseek,lseek,lseek,lseek,lseek,lseek,write,lseek,write,,,,,,
242,write,lseek,write,lseek,write,lseek,write,lseek,write,,,,,,
243,read,read,close,openat,fstat,read,read,close,openat,,,,,,
